"","x"
"HP57_19","MAM BARDZO DUŻO ENERGII W SOBIE"
"HP57_20","ZWIĄZKI PARTNERSKIE POWINNY ZOSTAĆ W POLSCE PRAWNIE ZALEGALIZOWANE"
"HP58","OGOLNIE RZECZ BIORAC, CZY UWAZA PAN, ZE MOZNA UFAC WIEKSZOSCI LUDZI"
"HP59","CZY W OSTATNIM ROKU WYKONYWAL PAN NIEODPLATNIE JAKAS PRACE"
"HP60","CZY MINIONY ROK NALEŻAŁ DO UDANYCH"
"HP61_1","OD WŁADZ"
"HP61_2","ODE MNIE SAMEGO"
"HP61_3","OD INNYCH LUDZI"
"HP61_4","OD LOSU (OPATRZNOŚCI)"
"HP62_01","CZY W OKRESIE MINIONEGO MIESIĄCA ZDARZAŁO SIĘ DOŚWIADCZAĆ: SILNE BÓLE GŁOWY"
"HP62_02","CZY W OKRESIE MINIONEGO MIESIĄCA ZDARZAŁO SIĘ DOŚWIADCZAĆ: BÓLE BRZUCHA LUB WZDĘCIA"
"HP62_03","CZY W OKRESIE MINIONEGO MIESIĄCA ZDARZAŁO SIĘ DOŚWIADCZAĆ: BÓL ALBO NAPIĘCIE MIĘŚNI KARKU I RAMION"
"HP62_04","CZY W OKRESIE MINIONEGO MIESIĄCA ZDARZAŁO SIĘ DOŚWIADCZAĆ: BÓLE W KLATCE PIERSIOWEJ LUB SERCU"
"HP62_05","CZY W OKRESIE MINIONEGO MIESIĄCA ZDARZAŁO SIĘ DOŚWIADCZAĆ: SUCHOŚĆ W USTACH LUB GARDLE"
"HP62_06","CZY W OKRESIE MINIONEGO MIESIĄCA ZDARZAŁO SIĘ DOŚWIADCZAĆ: NAPADY POCENIA SIĘ"
"HP62_07","CZY W OKRESIE MINIONEGO MIESIĄCA ZDARZAŁO SIĘ DOŚWIADCZAĆ: UCZUCIE DUSZNOŚCI"
"HP62_08","CZY W OKRESIE MINIONEGO MIESIĄCA ZDARZAŁO SIĘ DOŚWIADCZAĆ: ŁAMANIE I BÓLE W CAŁYM CIELE"
"HP62_09","CZY W OKRESIE MINIONEGO MIESIĄCA ZDARZAŁO SIĘ DOŚWIADCZAĆ: GWAŁTOWNE BICIE SERCA (PALPITACJE)"
"HP62_10","CZY W OKRESIE MINIONEGO MIESIĄCA ZDARZAŁO SIĘ DOŚWIADCZAĆ: DRESZCZE LUB DRGAWKI"
"HP62_11","CZY W OKRESIE MINIONEGO MIESIĄCA ZDARZAŁO SIĘ DOŚWIADCZAĆ: UCZUCIE PARCIA NA PĘCHERZ I CZĘSTSZE ODDAWANIE MOCZU"
"HP62_12","CZY W OKRESIE MINIONEGO MIESIĄCA ZDARZAŁO SIĘ DOŚWIADCZAĆ: UCZUCIE ZMĘCZENIA NIEZWIĄZANEGO Z PRACĄ"
"HP62_13","CZY W OKRESIE MINIONEGO MIESIĄCA ZDARZAŁO SIĘ DOŚWIADCZAĆ: ZAPARCIA"
"HP62_14","CZY W OKRESIE MINIONEGO MIESIĄCA ZDARZAŁO SIĘ DOŚWIADCZAĆ: KRWAWIENIE Z NOSA"
"HP62_15","CZY W OKRESIE MINIONEGO MIESIĄCA ZDARZAŁO SIĘ DOŚWIADCZAĆ: GWAŁTOWNE SKOKI CIŚNIENIA KRWI"
"HP63_01","ZE SWOICH STOSUNKÓW Z NAJBLIŻSZYMI W RODZINIE"
"HP63_02","Z SYTUACJI FINANSOWEJ WŁASNEJ RODZINY"
"HP63_03","ZE STOSUNKÓW Z KOLEGAMI (GRUPĄ PRZYJACIÓŁ)"
"HP63_04","ZE STANU SWOJEGO ZDROWIA"
"HP63_05","ZE SWOICH OSIĄGNIĘĆ ŻYCIOWYCH"
"HP63_06","Z SYTUACJI W KRAJU"
"HP63_07","Z WARUNKÓW MIESZKANIOWYCH"
"HP63_08","Z MIEJSCOWOŚCI, W KTÓREJ PAN ŻYJE"
"HP63_09","Z PERSPEKTYW NA PRZYSZŁOŚĆ"
"HP63_10","Z ŻYCIA SEKSUALNEGO"
"HP63_11","ZE SWOJEGO WYKSZTAŁCENIA"
"HP63_12","ZE SPOSOBU SPĘDZANIA WOLNEGO CZASU"
"HP63_13","Z PRACY"
"HP63_14","Z DZIECI"
"HP63_15","Z MAŁŻEŃSTWA"
"HP63_16","ZE STANU BEZPIECZEŃSTWA W MIEJSCU ZAMIESZKANIA"
"HP63_17","Z OPIEKI ZDROWOTNEJ  "
"HP63_18","Z LOKALNEGO TRANSPORTU PUBLICZNEGO "
"HP63_19","Z OSTATNICH WYJAZDÓW WAKACYJNYCH "
"HP63_20","Z TERENÓW REKREACYJNYCH W MIEJSCU ZAMIESZKANIA "
"HP64","KTORE Z PODANYCH STWIERDZEN O DEMOKRACJI JEST PANU NAJBLIZSZE?"
"HP65","PANA WLASNY (OSOBISTY) DOCHOD MIESIECZNY NETTO (NA REKE)"
"HP66","JAKIEGO DOCHODU MIESIECZNIE NETTO (NA REKE) SPODZIEWA SIE ZA DWA LATA"
"HP67_1","JAK BARDZO PANA OBCHODZI, CZY KTOŚ PŁACI PODATKI MNIEJSZE NIŻ POWINIEN"
"HP67_2","JAK BARDZO PANA OBCHODZI, CZY KTOŚ UNIKA PŁACENIA ZA KORZYSTANIE Z TRANSPORTU PUBLICZNEGO (NP. AUTOBUSÓW, POCIĄGÓW)"
"HP67_3","JAK BARDZO PANA OBCHODZI, CZY KTOŚ POBIERA NIESŁUSZNIE ZASIŁEK DLA BEZROBOTNYCH "
"HP67_4","JAK BARDZO PANA OBCHODZI, CZY KTOŚ OTRZYMUJE NIESŁUSZNIE RENTĘ INWALIDZKĄ (Z TYTUŁU NIEZDOLNOŚCI DO PRACY)"
"HP67_5","JAK BARDZO PANA OBCHODZI, CZY KTOŚ WYŁUDZA ODSZKODOWANIE Z UBEZPIECZENIA"
"HP68_1","Z ILOMA OSOBAMI KONTAKTUJE SIĘ Z NAJBLIŻSZEJ RODZINY"
"HP68_2","Z ILOMA OSOBAMI KONTAKTUJE SIĘ SPOŚRÓD PRZYJACIÓŁ"
"HP68_3","Z ILOMA OSOBAMI KONTAKTUJE SIĘ SPOŚRÓD ZNAJOMYCH (Z PRACY/SZKOŁY, SĄSIEDZI I INNI)"
"HP69_1","CZY WŚRÓD ZNAJOMYCH SĄ OSOBY ZNACZNIE STARSZE LUB MŁODSZE OD PANI?"
"HP69_2","CZY WŚRÓD ZNAJOMYCH SĄ OSOBY O INNYCH NIŻ PANI POGLĄDACH POLITYCZNYCH?"
"HP69_3","CZY WŚRÓD ZNAJOMYCH SĄ OSOBY ZNACZNIE UBOŻSZE LUB BOGATSZE OD PANI?"
"HP69_4","CZY WŚRÓD ZNAJOMYCH SĄ OSOBY PREFERUJĄCE INNY NIŻ PANI RODZAJ MUZYKI, LITERATURY, ROZRYWKI?"
"HP69_5","CZY WŚRÓD ZNAJOMYCH SĄ OSOBY O INNYCH NIŻ PANI GUSTACH KULINARNYCH?"
"HP70","ILE CZASU POŚWIĘCIŁ PAN PRZECIĘTNIE DZIENNIE W MINIONYM TYGODNIU NA OGLĄDANIE TELEWIZJI? "
"HP71_1","ILE RAZY W KINIE, TEATRZE LUB NA KONCERCIE"
"HP71_2","ILE RAZY W RESTAURACJI, KAWIARNI, PUBIE"
"HP71_3","ILE RAZY NA SPOTKANIU TOWARZYSKIM"
"HP72","KORZYSTALEM Z PORAD PSYCHOLOGA (PSYCHIATRY)"
"HP73","PILEM ZA DUZO ALKOHOLU"
"HP74","PROBOWALEM NARKOTYKOW/DOPALACZY"
"HP75","ZMARL KTOS BLISKI MI"
"HP76","NIE MOGLEM ZNALEZC PRACY PO UKONCZENIU SZKOLY"
"HP77","ZOSTALEM PRZENIESIONY NA GORSZE STANOWISKO"
"HP78","OMINAL MNIE AWANS ZAWODOWY"
"HP79","AWANSOWALEM NA WYZSZE STANOWISKO"
"HP80","MIALEM POWAZNE PROBLEMY Z SZEFEM"
"HP81","OTWORZYLEM WLASNY INTERES, ZALOZYLAM FIRME"
"HP82","NA PROWADZONYCH INTERESACH STRACILEM DUZO PIENIEDZY"
"HP83","OKRADZIONO MNIE"
"HP84","ZOSTALEM NAPADNIETY I POBITY"
"HP85","WLAMANO SIE DO MOJEGO DOMU LUB SAMOCHODU"
"HP86","ZOSTALEM OSKARZONY O CZYN, ZA KTORY GROZI KARA WIEZIENIA LUB GRZYWNA"
"HP87","BYLEM ZATRZYMANY PRZEZ POLICJE"
"HP88","ZOSTALEM OSKARZONY W SPRAWIE CYWILNEJ"
"HP89","SPOWODOWALEM KOLIZJE LUB WYPADEK DROGOWY"
"HP90","BLISKA OSOBA ZOSTALA ARESZTOWANA LUB MIALA KLOPOTY Z PRAWEM"
"HP91","BYLEM DYSKRYMINOWANY ZE WZGLEDU NA NARODOWOSC, WYGLAD, PRZEKONANIA"
"HP92","MOJE MIESZKANIE (DOM) ZOSTALO POWAZENIE ZNISZCZONE"
"HP93","PRZEPROWADZONY ZOSTAL REMONT MOJEGO MIESZKANIA (DOMU)"
"HP94","MIALEM KLOPOTY Z WLASCICIELEM LUB ZARZADCA BUDYNKU, W KTORYM MIESZKAM"
"HP95","POWAZNIE CHOROWALEM"
"HP96A","CZY ZAMIERZA PAN W CIĄGU NASTEPNYCH DWOCH LAT WYJECHAC ZA GRANICE"
"HP96B","KRAJ UE"
"H_KRAJ_1","KRAJ PIERWSZY WYBÓR"
"H_KRAJ_2","KRAJ DRUGI  WYBÓR"
"H_KRAJ_3","KRAJ TRZECI WYBÓR"
"HP96C","KRAJ POZA UE"
"HP97_01","POWÓD ZAMIARU WYJAZDU - UTRATA NADZIEI NA ZNALEZIENIE JAKIEJKOLWIEK PRACY W KRAJU"
"HP97_02","POWÓD ZAMIARU WYJAZDU - UTRATA NADZIE NA ZNALEZIENIE PRACY ZGODNEJ Z KWALIFIKACJAMI"
"HP97_03","POWÓD ZAMIARU WYJAZDU - LICZENIE NA WYŻSZE ZAROBKI NIŻ W KRAJU"
"HP97_04","POWÓD ZAMIARU WYJAZDU - SZANSA NA ROZWÓJ ZAWODOWY"
"HP97_05","POWÓD ZAMIARU WYJAZDU - OGÓLNA ATMOSFERA W KRAJU"
"HP97_06","POWÓD ZAMIARU WYJAZDU - UKŁADY I ZNAJOMOŚCI"
"HP97_07","POWÓD ZAMIARU WYJAZDU - WYŻSZE ŚWIADCZENIA SPOŁECZNE"
"HP97_08","POWÓD ZAMIARU WYJAZDU - USAMODZIELNIENIE"
"HP97_09","POWÓD ZAMIARU WYJAZDU - POŁĄCZENIE Z RODZINĄ"
"HP97_10","POWÓD ZAMIARU WYJAZDU - ZA GRANICĄ LUDZIE BARDZIEJ UPRZEJMI I POMOCNI"
"HP97_11","POWÓD ZAMIARU WYJAZDU - ZA GRANICĄ ŁATWIEJ ROZWINĄĆ BIZNES"
"HP97_12","POWÓD ZAMIARU WYJAZDU - WYSYŁA PRACODAWCA"
"HP97_13","POWÓD ZAMIARU WYJAZDU - CHĘĆ SPRAWDZENIA SIĘ"
"HP97_14","POWÓD ZAMIARU WYJAZDU - PO PIENIĄDZE NA WŁASNĄ FIRMĘ W KRAJU"
"HP97_15","POWÓD ZAMIARU WYJAZDU - PI PIENIĄDZE NA POTRZEBY W KRAJU"
"HP97_16","POWÓD ZAMIARU WYJAZDU - INNY"
"HP98","KIEDY POLSKA POWINNA PRZYST?PI? DO STREFY EURO?"
"HP99","KOMPUTER"
"HP100","INTERNET"
"HP101","KTORA PARTIA POLITYCZNA JEST PANU NAJBLIZSZA?"
"HP102","USŁUGI BANKOWE"
"HP103_1","MAM KONTO"
"HP103_2","MAM KARTĘ DEBETOWĄ"
"HP103_3","MAM RACHUNEK OSZCZĘDNOŚCIOWY"
"HP103_4","MAM KARTĘ KREDYTOWĄ"
"HP103_5","MAM LIMIT W KONCIE"
"HP103_6","KORZYSTAM Z BANKOWOŚCI INTERNETOWEJ/ELEKTRONICZNEJ"
"HP103_7","MAM KREDYT/POŻYCZKĘ GOTÓWKOWĄ"
"HP103_8","MAM KREDYT HIPOTECZNY"
"HP103_9","MAM LOKATĘ"
"HP104","JAKI BANK"
"HP105_01","Zaufanie do banków komercyjnych "
"HP105_02","Zaufanie do Narodowego Banku Polskiego "
"HP105_03","Zaufanie do Sejmu "
"HP105_04","Zaufanie do Prezydenta "
"HP105_05","Zaufanie do Parlamentu Europejskiego "
"HP105_06","Zaufanie do policji "
"HP105_07","Zaufanie do rządu "
"HP105_08","Zaufanie do ZUS-u "
"HP105_09","Zaufanie do giełdy "
"HP105_10","Zaufanie do sądów "
"HP105_11","Zaufanie do tow. ubezpieczeń życiowych "
"HP105_12","Zaufanie do tow. ubezpieczeń majątkowych"
"HP105_13","Zaufanie do sąsiadów "
"HP105_14","Zaufanie do lekarzy "
"HP105_15","Zaufanie do mediów (dziennikarzy) "
"HP106_01","NIE UPRAWIAM AKTYWNIE ŻADNEJ FORMY SPORTU ANI ĆWICZEŃ FIZYCZNYCH"
"HP106_02","UPRAWIA AEROBIK"
"HP106_03","UPRAWIA BIEGANIE/JOGGING/NORDIC WALKING"
"HP106_04","UPRAWIA SIŁOWNIA"
"HP106_05","UPRAWIA JAZDA NA ROWERZE"
"HP106_06","UPRAWIA JAZDA NA NARTACH LUB INNE SPORTY ZIMOWE"
"HP106_07","UPRAWIA PŁYWANIE"
"HP106_08","UPRAWIA GRA W PIŁKĘ NOŻNĄ LUB INNE GRY ZESPOŁOWE"
"HP106_09","UPRAWIA JOGA"
"HP106_10","UPRAWIA SZTUKI WALKI"
"HP106_11","UPRAWIA INNE FORMY"
"HP107","CZY KORZYSTA Z JAKIEJŚ FORMY UBEZPIECZEŃ? "
"HP108_1","UBEZPIECZENIA GRUPOWEGO W ZAKŁADZIE PRACY"
"HP108_2","PRYWATNEGO UBEZPIECZENIA NA ŻYCIA"
"HP108_3","UBEZPIECZENIA OD ODPOWIEDZIALNOŚCI CYWILNEJ W ŻYCIU PRYWATNYM"
"HP108_4","UBEZPIECZENIA AUTOCASKO (AC) SAMOCHODU"
"HP108_5","UBEZPIECZENIA ZDROWOTNEGO W ZWIĄZKU Z WYJAZDEM ZA GRANICĘ"
"HP109_1","BŁĄD PILOTÓW LUB KONTROLERÓW LOTU"
"HP109_2","ZAMACH, SPISEK PRZECIWKO POLSKIEMU PREZYDENTOWI"
"HP109_3","NACISKI NA PILOTÓW, ABY LĄDOWALI BEZ WZGLĘDU NA TRUDNE WARUNKI"
"HP109_4","OGÓLNY BAŁAGAN W INSTYTUCJACH ODPOWIEDZIALNYCH ZA LOT"
"HP109_5","INNA PRZYCZYNA"
"HP109_6","TRUDNO POWIEDZIEĆ"
"HP110","ILE GODZIN TYGODNIOWO POŚWIĘCA NA CZYTANIE PRASY"
"HP111_1","ILE CZYTA: KSIĄŻKI DRUKOWANE"
"HP111_2","ILE CZYTA: AUDIOBOOKI"
"HP111_3","ILE CZYTA: KSIĄŻKI ELEKTRONICZNE (E-BOOKI)"
"HP112","CZY W MINIONYM ROKU ZACIĄGNĄŁ POŻYCZKI LUB KREDYTY W INNEJ NIŻ BANK FIRMIE"
"HP113_1","SZYBKOŚĆ UZYSKANIA PIENIĘDZY"
"HP113_2","NIEWIELKA KWOTA"
"HP113_3","NIEMOŻNOŚĆ UZYSKANIA KREDYTU W BANKU"
"HP113_4","NIE MA RÓŻNICY POMIĘDZY BANKAMI I PARABANKAMI. "
"HP113_5","ŁATWOŚĆ KONTAKTU Z OSOBĄ, KTÓRA WYPŁACA PIENIĄDZE"
"HP113_6","KORZYSTNE OPROCENTOWANIE"
"HP113_7","KORZYSTNE WARUNKI SPŁATY"
"HP113_8","INNA PRZYCZYNA"
"HP114","ILE PRZECIETNIE GODZIN W TYGODNIU PRACUJE?"
"HP115","ILE PRZECIETNIE CZASU ZABIERA DROGA DO PRACY I Z PRACY DO DOMU"
"HP116_1","PRACA W NIEPEŁNYM WYMIARZE"
"HP116_2","MOŻLIWOŚĆ DZIELENIA URLOPU RODZICIELSKIEGO Z OJCEM DZIECKA "
"HP116_3","ELASTYCZNY CZAS PRACY "
"HP116_4","MOŻLIWOŚĆ WYKONYWANIA CZĘŚCI PRACY W DOMU "
"HP116_5","WIĘCEJ WOLNYCH DNI W TYGODNIU"
"HP116_6","DŁUŻSZY PŁATNY URLOP WYCHOWAWCZY "
"HP116_7","WYŻSZE ZASIŁKI (NP. WYCHOWAWCZY, NA DZIECI ITP.)"
"HP116_8","LEPSZE MOŻLIWOŚCI OPIEKI POZA DOMEM NAD DZIEĆMI W WIEKU PONIŻEJ 7 LAT"
"HP116_9","LEPSZE MOŻLIWOŚCI OPIEKI POZA DOMEM NAD DZIEĆMI W WIEKU 7 -12 LAT"
"HP117_01","BRAK NAPIĘĆ I STRESÓW"
"HP117_02","DUŻA SAMODZIELNOŚĆ"
"HP117_03","MOŻLIWOŚĆ ROZWOJU OSOBISTEGO"
"HP117_04","PRACA ZGODNA Z UMIEJĘTNOŚCIAMI"
"HP117_05","MOŻLIWOŚĆ SZYBKIEGO AWANSOWANIA"
"HP117_06","STABILNOŚĆ ZATRUDNIENIA"
"HP117_07","DOGODNE GODZINY PRACY"
"HP117_08","MOŻLIWOŚĆ WYKONYWANIA PRACY W DOMU"
"HP117_09","DŁUGI URLOP"
"HP117_10","ZAJĘCIE POWAŻANE PRZEZ LUDZI"
"HP117_11","ODPOWIEDNIA PŁACA"
"HP117_12","INNE CZYNNIKI"
"HP118_1","1 Z WYBRANYCH WARUNKÓW JEST SPEŁNIONY W OBECNYM MIEJSCU PRACY"
"HP118_2","2 Z WYBRANYCH WARUNKÓW JEST SPEŁNIONY W OBECNYM MIEJSCU PRACY"
"HP118_3","3 Z WYBRANYCH WARUNKÓW JEST SPEŁNIONY W OBECNYM MIEJSCU PRACY"
"HP119","CZY PELNI PAN OBECNIE FUNKCJE KIEROWNICZA?"
"HP120","ILU PRACOWNIKOW PANU PODLEGA?"
"HP121_1","W GŁÓWNYM M. PRACY: ZMIANA GODZINY ROZPOCZĘCIA LUB ZAKOŃCZENIA"
"HP121_2","W GŁÓWNYM M. PRACY: WYKONYWANIE NIEKTÓRYCH OBOWIĄZKÓW ZAWODOWYCH W DOMU"
"HP122_1","DOBROWOLNA DECYZJA W CELU PODJĘCIA LEPSZEJ/LEPIEJ PŁATNEJ PRACY"
"HP122_2","SKOŃCZYŁA SIĘ UMOWA O PRACĘ NA CZAS OKREŚLONY"
"HP122_3","Z PRZYCZYN NIEZALEŻNYCH ODE MNIE"
"HP122_4","INNE POWODY"
"HP123","CZY ZMIANA MIEJSCA PRACY WIAZALA SIE TAKZE ZE ZMIANA ZAWODU"
"HP124","CZY PRACOWAŁ PRZED ROKIEM 2013"
"HP125_01","NAUKA, UZUPEŁNIANIE KWALIFIKACJI"
"HP125_02","ZAJMOWANIE SIĘ DOMEM"
"HP125_03","ZE WZGLĘDU NA OPIEKĘ NAD DZIEĆMI"
"HP125_04","ZE WZGLĘDU NA OPIEKĘ NAD NIEPEŁNOSPRAWNYMI I STARSZYMI CZŁONKAMI GOSPODARSTWA"
"HP125_05","ZE WZGLĘDU NA STAN ZDROWIA, NIEPEŁNOSPRAWNOŚĆ"
"HP125_06","ZE WZGLĘDU NA NIEODPOWIEDNI WIEK"
"HP125_07","ZE WZGLĘDU NA BRAK KWALIFIKACJI ODPOWIADAJĄCYCH PRACODAWCOM"
"HP125_08","EMERYTURA"
"HP125_09","ZE WZGLĘDU NA TRUDNOŚCI ZE ZNALEZIENIEM PRACY"
"HP125_10","OTRZYMYWANIE ŚWIADCZEŃ SPOŁECZNYCH"
"HP125_11","NIE CHCIAŁAM PRACOWAĆ"
"HP126_1","GDYBY BYŁA MOŻLIWOŚĆ PODJĘCIA PRACY W NIEPEŁNYM WYMIARZE"
"HP126_2","GDYBY BYŁA MOŻLIWOŚĆ WYKONYWANIA PRZYNAJMNIEJ CZĘŚCI PRACY W DOMU"
"HP126_3","GDYBY BYŁA MOŻLIWOŚĆ ELASTYCZNEGO ORGANIZOWANIA CZASU PRACY"
"HP126_4","GDYBY BYŁA MOŻLIWOŚĆ OTRZYMYWANIE WIĘKSZEJ POMOCY ZE STRONY INNYCH CZŁONKÓW RODZINY W WYKONYWANIU OBOWIĄZKÓW RODZINNYCH"
"HP126_5","GDYBY BYŁA MOŻLIWOŚĆ SKORZYSTANIA Z ODPOWIEDNIEJ OPIEKI DLA DZIECI LUB CHORYCH"
"HP126_6","GDYBY BYŁA MOŻLIWOŚĆ ZACHOWANIA PRAWA DO OTRZYMYWANYCH OBECNIE ŚWIADCZEŃ SPOŁECZNYCH"
"HP126_7","GDYBY UTWORZONO DOGODNE WARUNKI PRACY I DOJAZDU DO PRACY DLA OSÓB NIEPEŁNOSPRAWNYCH"
"HP126_8","INNE"
"HP126_9","NIE CHCĘ W OGÓLE PRACOWAĆ"
"HP127","ILOŚĆ KONTAKTÓW ZE STRONY BANKU"
"HP128","JAKI JEST NAJBARDZIEJ POŻĄDANY PRZEZ PANA SPOSÓB KONTAKTU ZE STRONY BANKU?"
"HP129_1","TELEFON"
"HP129_2","E_MAIL"
"HP129_3","LIST"
"HP130","KUPIĆ WIĘCEJ PRODUKTÓW BANKOWYCH, GDYBY NIE WYMAGAŁO TO PRZYCHODZENIA"
"HP131","ILE GODZIN W OSTATNIM TYGODNIU SPEDZIL PAN PRZY KOMPUTERZE? GODZIN"
"HP132_1","KOPIOWANIE "
"HP132_2","FUNKCJE W ARKUSZU KALKULACYJNYM"
"HP132_3","PREZENTACJA"
"HP132_4","PISANIE PROGRAMU"
"HP133","ILE GODZIN W OSTATNIM TYGODNIU KORZYSTA? Z INTERNETU?"
"HP134_01","SPRAWDZANIE I WYSYŁANIE POCZTY ELEKTRONICZNEJ (E-MAIL)"
"HP134_02","KORZYSTANIE Z KOMUNIKATORÓW TEKSTOWYCH  "
"HP134_03"," UCZESTNICZENIE W GRUPACH LUB FORACH DYSKUSYJNYCH "
"HP134_04","rozmowy głosowe i telefonowanie przez internet (np. Skype), "
"HP134_05","tworzenie lub modyfikowanie strony WWW"
"HP134_06","zbieranie materiałów potrzebnych do nauki lub pracy"
"HP134_07","uczestniczenie w kursach lub szkoleniach przez internet"
"HP134_08","szukanie pracy, wysyłanie ofert dotyczących zatrudnienia"
"HP134_09","kupowanie produktów i usług przez internet w Polsce"
"HP134_10","kupowanie produktów i usług przez internet z zagranicy"
"HP134_11","uczestniczenie w aukcjach internetowych "
"HP134_12","granie w gry sieciowe przez internet"
"HP134_13","ŚCIĄGANIE DARMOWEGO OPROGRAMOWANIA"
"HP134_14","KORZYSTANIE Z FACEBOOKA"
"HP134_15","KORZYSTANIE Z INNYCH PORTALI SPOŁECZNOŚCIOWYCH"
"HP134_16","KORZYSTANIE Z BANKU PRZEZ INTERNET"
"HP134_17","ŚCIĄGANIE DARMOWEJ MUZYKI, FILMÓW"
"HP134_18","TWORZENIE I PUBLIKOWANIE WŁASNYCH TEKSTÓW (NP. BLOGA), GRAFIKI, MUZYKI LUB INNEJ TWÓRCZOŚCI W INTERNECIE"
"HP134_19","UZYSKIWANIE INFORMACJI ZE STRON INTERNETOWYCH INSTYTUCJI PUBLICZNYCH"
"HP134_20","POBIERANIE LUB WYPEŁNIANIE FORMULARZY URZĘDOWYCH"
"HP134_21","SŁUCHANIE MUZYKI LUB RADIA PRZEZ INTERNET"
"HP134_22","OGLĄDANIE TELEWIZJI, PLIKÓW WIDEO PRZEZ INTERNET"
"HP134_23","REZERWACJA BILETÓW"
"HP134_24","CZYTANIE GAZET LUB KSIĄŻEK PRZEZ INTERNET"
"HP134_25","płacenie za treści dostępne w internecie"
"HP134_26","korzystanie w domu z internetu i poczty elektronicznej w celach zawodowych"
"HP135","CZY KORZYSTA Z INTERNETU ZA POŚREDNICTWEM TELEFONU KOMÓRKOWEGO LUB TABLETU"
"HP136","CZY TA OSOBA, KTÓRĄ SIĘ OPIEKUJE MIESZKA RAZEM"
"HP137","W JAKIM WIEKU JEST TA OSOBA?"
"HP138","ILE CZASU POŚWIĘCA W TYGODNIU NA OPIEKĘ NAD TĄ OSOBĄ"
"HP139_1","ROK URODZENIA DZIECKA (DWIE OSTATNIE CYFRY)"
"HP139_2","ROK URODZENIA DZIECKA (DWIE OSTATNIE CYFRY)"
"HP139_3","ROK URODZENIA DZIECKA (DWIE OSTATNIE CYFRY)"
"HP139_4","ROK URODZENIA DZIECKA (DWIE OSTATNIE CYFRY)"
"HP139_5","ROK URODZENIA DZIECKA (DWIE OSTATNIE CYFRY)"
"HP139_6","ROK URODZENIA DZIECKA (DWIE OSTATNIE CYFRY)"
"HP140_1","ROK WSPOLNEGO ZAMIESZKANIA"
"HP140_2","ROK WSPOLNEGO ZAMIESZKANIA"
"HP140_3","ROK WSPOLNEGO ZAMIESZKANIA"
"HP140_4","ROK WSPOLNEGO ZAMIESZKANIA"
"HP140_5","ROK WSPOLNEGO ZAMIESZKANIA"
"HP140_6","ROK WSPOLNEGO ZAMIESZKANIA"
"HP141_1","ROK, W KTORYM PRZESTALI PANSTWO RAZEM MIESZKAC"
"HP141_2","ROK, W KTORYM PRZESTALI PANSTWO RAZEM MIESZKAC"
"HP141_3","ROK, W KTORYM PRZESTALI PANSTWO RAZEM MIESZKAC"
"HP141_4","ROK, W KTORYM PRZESTALI PANSTWO RAZEM MIESZKAC"
"HP141_5","ROK, W KTORYM PRZESTALI PANSTWO RAZEM MIESZKAC"
"HP141_6","ROK, W KTORYM PRZESTALI PANSTWO RAZEM MIESZKAC"
"HA6_BEZ7","grupa społeczno-ekonomiczna GD 6 kategorii"
"Htyp_GD_8","Typ biologiczny rodziny 2015 8 kat."
"Htyp_GD_10","Typ biologiczny rodziny 2015 10 kat."
"Htyp_GD_11","Typ biologiczny rodziny 2015 11 kat."
"HISSPC1_1","Dla bycia dobrym obywatelem: Zawsze brać udział w wyborach"
"HISSPC1_2","Dla bycia dobrym obywatelem: Nigdy nie próbować uchylać się od płacenia podatków"
"HISSPC1_3","Dla bycia dobrym obywatelem: Zawsze przestrzegać prawa"
"HISSPC1_4","Dla bycia dobrym obywatelem: Kontrolować pracę rządu"
"HISSPC1_5","Dla bycia dobrym obywatelem: Być aktywnym w stowarzyszeniach społecznych lub politycznych"
"HISSPC1_6","Dla bycia dobrym obywatelem: Starać się zrozumieć argumenty ludzi o odmiennych poglądach"
"HISSPC1_7","Dla bycia dobrym obywatelem: Przy zakupie produktów brać pod uwagę także względy polityczne, etyczne lub środowiskowe, nawet jeśli produkty te są droższe"
"HISSPC1_8","Dla bycia dobrym obywatelem: Pomagać ludziom w Polsce, którym się żyje gorzej niż mnie samemu"
"HISSPC1_9","Dla bycia dobrym obywatelem: Pomagać ludziom w innych częściach świata, którym się żyje gorzej niż mnie samemu"
"HISSPC2_1","Czy pozwolić ekstremistom religijnym na organizowanie publicznych zgromadzeń?"
"HISSPC2_2","Czy pozwolić ludziom, którzy chcą siłą obalić rząd na organizowanie publicznych zgromadzeń?"
"HISSPC2_3","Czy pozwolić ludziom, którzy są uprzedzeni wobec innych grup rasowych lub etnicznych na organizowanie publicznych zgromadzeń?"
"HISSPC3_1","Podpisałem petycję"
"HISSPC3_2","Bojkotowałem lub celowo kupowałem pewne produkty z powodów politycznych, etycznych bądź ochrony środowiska"
"HISSPC3_3","Brałem udział w demonstracji"
"HISSPC3_4","Uczestniczyłem w spotkaniu bądź zgromadzeniu politycznym"
"HISSPC3_5","Kontaktowałem się / próbowałem skontaktować się z politykiem lub urzędnikiem administracji państwowej w celu wyrażenia własnych poglądów"
"HISSPC3_6","Przekazałem pieniądze lub zbierałem fundusze na działalność społeczną lub polityczną"
"HISSPC3_7","Kontaktowałem się z mediami lub występowałem w mediach w celu wyrażenia własnych poglądów"
"HISSPC3_8","Uczestniczyłem w internetowym forum politycznym bądź w grupie dyskusyjnej"
